Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,USD_MSRP,set_num,current_price
40072,Rocking Horse,2013,Promotional,Monthly Mini Model Build,,,0.0,40072,
40077,Geoffrey,2013,Promotional,Toys R Us,90.0,,,40077,4.18
40080,Friends Pencil Holder,2013,Friends,,138.0,,14.99,40080,
41000,Water Scooter Fun,2013,Friends,,28.0,1.0,6.99,41000,3.99
41001,Mia's Magic Tricks,2013,Friends,,90.0,1.0,9.99,41001,7.99
41002,Emma's Karate Class,2013,Friends,,93.0,1.0,9.99,41002,
41003,Olivia's Newborn Foal,2013,Friends,,70.0,1.0,9.99,41003,
41004,Rehearsal Stage,2013,Friends,,198.0,1.0,19.99,41004,17.0
41005,Heartlake High,2013,Friends,,487.0,3.0,49.99,41005,
41006,Downtown Bakery,2013,Friends,,253.0,2.0,29.99,41006,29.99
41007,Heartlake Pet Salon,2013,Friends,,242.0,2.0,29.99,41007,32.0
41008,Heartlake City Pool,2013,Friends,,423.0,2.0,39.99,41008,52.99
41009,Andrea's Bedroom,2013,Friends,,75.0,1.0,9.99,41009,
41010,Olivia's Beach Buggy,2013,Friends,,94.0,1.0,9.99,41010,9.0
41011,Stephanie's Soccer Practice,2013,Friends,,80.0,1.0,9.99,41011,
41013,Emma's Sports Car,2013,Friends,,159.0,1.0,14.99,41013,
41015,Dolphin Cruiser,2013,Friends,,612.0,3.0,69.99,41015,100.0
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,38.312
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,1.5
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,1.26
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,1.95
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41016,Friends Advent Calendar,2013,Friends,Seasonal,213.0,2.0,29.99,41016,
41017,Squirrel's Tree House,2013,Friends,Animals series 1,41.0,,4.99,41017,7.8
41018,Cat's Playground,2013,Friends,Animals series 1,31.0,,4.99,41018,6.8
41019,Turtle's Little Oasis,2013,Friends,Animals series 1,33.0,,4.99,41019,7.2938
41020,Hedgehog's Hideaway,2013,Friends,Animals series 2,34.0,,4.99,41020,6.5
41021,Poodle's Little Palace,2013,Friends,Animals series 2,46.0,,4.99,41021,5.79
41022,Bunny's Hutch,2013,Friends,Animals series 2,37.0,,4.99,41022,5.99
41023,Fawn's Forest,2013,Friends,Animals series 3,35.0,,4.99,41023,7.5
41024,Parrot's Perch,2013,Friends,Animals series 3,32.0,,4.99,41024,9.192
41025,Puppy's Playhouse,2013,Friends,Animals series 3,39.0,,4.99,41025,5.0
41999,4x4 Crawler Exclusive Edition ,2013,Technic,,1585.0,,199.99,41999,525.0
42000,Grand Prix Racer,2013,Technic,,1141.0,,129.99,42000,216.5018
42001,Mini Off-Roader,2013,Technic,,100.0,,12.99,42001,19.98
42002,Hovercraft,2013,Technic,,170.0,,19.99,42002,40.0
42004,Mini Backhoe Loader,2013,Technic,,246.0,,24.99,42004,17.9305
42005,Monster Truck,2013,Technic,,329.0,,49.99,42005,
42006,Excavator,2013,Technic,,720.0,,79.99,42006,200.0
42007,Moto Cross Bike,2013,Technic,,253.0,,39.99,42007,
42008,Service Truck,2013,Technic,,1276.0,,129.99,42008,
42009,Mobile Crane MK II,2013,Technic,,2606.0,,219.99,42009,352.2896
42010,Off-road Racer,2013,Technic,,160.0,,19.99,42010,
42011,Race Car,2013,Technic,,158.0,,19.99,42011,
44000,FURNO XL,2013,HERO Factory,,103.0,,19.99,44000,79.0
44001,PYROX,2013,HERO Factory,,50.0,,12.99,44001,20.0
44002,ROCKA,2013,HERO Factory,,43.0,,9.99,44002,
44003,SCAROX,2013,HERO Factory,,46.0,,9.99,44003,
44004,BULK,2013,HERO Factory,,50.0,,9.99,44004,
44005,BRUIZER,2013,HERO Factory,,62.0,,12.99,44005,
44006,BREEZ,2013,HERO Factory,,49.0,,9.99,44006,
44007,OGRUM,2013,HERO Factory,,59.0,,12.99,44007,
44008,SURGE,2013,HERO Factory,,66.0,,12.99,44008,40.0
44009,DRAGON BOLT,2013,HERO Factory,,149.0,,19.99,44009,50.0
44010,STORMER,2013,HERO Factory,,69.0,,12.99,44010,29.1751
44011,FROST BEAST,2013,HERO Factory,,60.0,,12.99,44011,
44012,EVO,2013,HERO Factory,,51.0,,9.99,44012,29.75
44013,AQUAGON,2013,HERO Factory,,41.0,,9.99,44013,22.3967
44014,JET ROCKA,2013,HERO Factory,,290.0,,34.99,44014,
45100,StoryStarter Core Set,2013,Education,,1147.0,,115.95,45100,
45500,EV3 Intelligent Brick,2013,Mindstorms,EV3,1.0,,179.99,45500,160.0
45501,DC Rechargeable Battery,2013,Education,Mindstorms,,,79.99,45501,
45502,EV3 Large Servo Motor,2013,Mindstorms,EV3,1.0,,24.99,45502,
45503,EV3 Medium Servo Motor,2013,Mindstorms,EV3,1.0,,19.99,45503,59.99
45504,EV3 Ultrasonic Sensor,2013,Mindstorms,EV3,1.0,,29.99,45504,45.0
45505,EV3 Gyro Sensor,2013,Mindstorms,EV3,1.0,,29.99,45505,29.99
45506,EV3 Colour Sensor,2013,Mindstorms,EV3,1.0,,35.99,45506,44.99
45507,EV3 Touch Sensor,2013,Mindstorms,EV3,1.0,,19.99,45507,
45508,EV3 Infrared Beacon,2013,Mindstorms,EV3,1.0,,29.99,45508,25.0
45509,EV3 Infrared Sensor,2013,Mindstorms,EV3,1.0,,29.99,45509,
45514,Cable Pack,2013,Education,Mindstorms,7.0,,12.99,45514,12.0
45544,Education EV3 Core Set,2013,Education,Mindstorms,541.0,,339.95,45544,795.0
45560,Education EV3 Expansion Set,2013,Education,Mindstorms,853.0,,99.95,45560,175.0
50003,Batman,2013,Games,,257.0,8.0,29.99,50003,
50004,Story Mixer,2013,Games,,425.0,,29.99,50004,
50006,Legends of Chima,2013,Games,,211.0,12.0,19.99,50006,
50011,The Battle for Helms Deep,2013,Games,,338.0,28.0,29.99,50011,299.99
60000,Fire Motorcycle,2013,City,Fire,40.0,1.0,6.99,60000,7.3938
60001,Fire Chief Car,2013,City,Fire,80.0,2.0,11.99,60001,
60002,Fire Truck,2013,City,Fire,209.0,2.0,19.99,60002,55.0
60003,Fire Emergency,2013,City,Fire,301.0,3.0,39.99,60003,40.0
60004,Fire Station,2013,City,Fire,752.0,5.0,99.99,60004,
60005,Fire Boat,2013,City,Fire,222.0,4.0,29.99,60005,
60006,Police ATV,2013,City,Police,51.0,2.0,6.99,60006,9.0
60007,High Speed Chase,2013,City,Police,283.0,3.0,29.99,60007,41.1289
60008,Museum Break-in,2013,City,Police,563.0,6.0,69.99,60008,120.0
60009,Helicopter Arrest,2013,City,Police,352.0,5.0,49.99,60009,50.9105
60010,Fire Helicopter,2013,City,Fire,232.0,2.0,39.99,60010,
60011,Surfer Rescue,2013,City,Coast Guard,32.0,2.0,6.99,60011,14.8721
60012,Coast Guard 4x4 & Diving Boat,2013,City,Coast Guard,128.0,2.0,19.99,60012,25.0
60013,Coast Guard Helicopter,2013,City,Coast Guard,230.0,4.0,39.99,60013,55.0
60014,Coast Guard Patrol,2013,City,Coast Guard,449.0,6.0,79.99,60014,119.99
60015,Coast Guard Plane,2013,City,Coast Guard,279.0,3.0,44.99,60015,72.406
60016,Tanker Truck,2013,City,Traffic,191.0,1.0,19.99,60016,95.5031
60017,Flatbed Truck,2013,City,Traffic,212.0,2.0,19.99,60017,50.0
60018,Cement Mixer,2013,City,Traffic,221.0,2.0,19.99,60018,70.0
60019,Stunt Plane,2013,City,Airport,140.0,2.0,19.99,60019,
60020,Cargo Truck,2013,City,Cargo,321.0,3.0,39.99,60020,59.95
60021,Cargo Heliplane,2013,City,Cargo,393.0,3.0,44.99,60021,100.0
60022,Cargo Terminal,2013,City,Cargo,658.0,5.0,99.99,60022,225.0
60023,LEGO City Starter Set,2013,City,Traffic,272.0,5.0,29.99,60023,49.99
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,3.95
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60024,City Advent Calendar,2013,City,Seasonal,244.0,8.0,29.99,60024,
60025,Grand Prix Truck,2013,City,Traffic,315.0,3.0,29.99,60025,103.7317
60026,Town Square,2013,City,Traffic,914.0,9.0,119.99,60026,
60027,Monster Truck Transporter,2013,City,Traffic,299.0,3.0,29.99,60027,67.5
6031640,Chima Promotional Pack,2013,Legends of Chima,,5.0,,,,
6031641,Lion tribe rip-cord and topper,2013,Legends of Chima,,2.0,,0.0,,
66474,LEGO Chima Super Pack,2013,Legends of Chima, Product Collection,1081.0,,109.99,,
70000,Razcal's Glider,2013,Legends of Chima,,109.0,1.0,11.99,70000,9.7053
70001,Crawley's Claw Ripper,2013,Legends of Chima,,139.0,2.0,14.99,70001,14.5704
70002,Lennox' Lion Attack,2013,Legends of Chima,,230.0,2.0,24.99,70002,24.85
70003,Eris' Eagle Interceptor,2013,Legends of Chima,,348.0,3.0,34.99,70003,29.99
70004,Wakz' Pack Tracker,2013,Legends of Chima,,297.0,3.0,29.99,70004,30.0
70005,Laval's Royal Fighter,2013,Legends of Chima,,417.0,3.0,39.99,70005,
70006,Cragger's Command Ship,2013,Legends of Chima,,609.0,6.0,79.99,70006,93.4917
70007,Eglor's Twin Bike,2013,Legends of Chima,,223.0,2.0,24.99,70007,28.0
70008,Gorzan's Gorilla Striker,2013,Legends of Chima,,505.0,4.0,49.99,70008,59.99
70009,Worriz's Combat Lair,2013,Legends of Chima,,664.0,6.0,69.99,70009,84.0
70010,The Lion CHI Temple,2013,Legends of Chima,,1258.0,7.0,119.99,70010,218.4
70011,Eagles' Castle,2013,Legends of Chima,Speedorz,369.0,3.0,39.99,70011,37.99
70012,Razar's CHI Raider,2013,Legends of Chima,,412.0,3.0,39.99,70012,
70012,Razar's CHI Raider,2013,Legends of Chima,,412.0,3.0,39.99,70012,29.1158
70013,Equila's Ultra Striker,2013,Legends of Chima,,339.0,3.0,39.99,70013,20.0
70014,The Croc Swamp Hideout,2013,Legends of Chima,,647.0,5.0,69.99,70014,
70100,Ring of Fire,2013,Legends of Chima,Speedorz,83.0,1.0,14.99,70100,9.918
70101,Target Practice,2013,Legends of Chima,Speedorz,101.0,1.0,14.99,70101,7.99
70102,CHI Waterfall,2013,Legends of Chima,Speedorz,106.0,1.0,14.99,70102,12.99
70103,Boulder Bowling,2013,Legends of Chima,Speedorz,93.0,1.0,14.99,70103,15.0
70104,Jungle Gates,2013,Legends of Chima,Speedorz,81.0,1.0,14.99,70104,8.0
70105,Nest Dive,2013,Legends of Chima,Speedorz,97.0,1.0,14.99,70105,7.0
70106,Ice Tower,2013,Legends of Chima,Speedorz,101.0,1.0,14.99,70106,7.49
70107,Skunk Attack,2013,Legends of Chima,Speedorz,97.0,1.0,14.99,70107,11.0974
70108,Royal Roost,2013,Legends of Chima,Speedorz,105.0,1.0,14.99,70108,17.0
70109,Whirling Vines,2013,Legends of Chima,Speedorz,77.0,1.0,14.99,70109,
70110,Tower Target,2013,Legends of Chima,Speedorz,92.0,1.0,14.99,70110,5.0
70111,Swamp Jump,2013,Legends of Chima,Speedorz,91.0,1.0,14.99,70111,11.0337
70112,Croc Chomp,2013,Legends of Chima,Speedorz,105.0,1.0,14.99,70112,15.99
70113,CHI Battles,2013,Legends of Chima,Speedorz,92.0,2.0,19.99,70113,6.83
70114,Sky Joust,2013,Legends of Chima,Speedorz,117.0,2.0,19.99,70114,
70115,Ultimate Speedor Tournament,2013,Legends of Chima,Speedorz,246.0,2.0,29.99,70115,22.0
70200,CHI Laval,2013,Legends of Chima,Constraction,55.0,,14.99,70200,
70201,CHI Eris,2013,Legends of Chima,Constraction,67.0,,14.99,70201,16.0463
70202,CHI Gorzan,2013,Legends of Chima,Constraction,59.0,,14.99,70202,21.8813
70203,CHI Cragger,2013,Legends of Chima,Constraction,65.0,,14.99,70203,21.8813
70204,CHI Worriz,2013,Legends of Chima,Constraction,55.0,,14.99,70204,32.822
70205,CHI Razar,2013,Legends of Chima,Constraction,68.0,,14.99,70205,
70400,Forest Ambush,2013,Castle,,90.0,4.0,11.99,70400,38.0
70401,Gold Getaway,2013,Castle,,199.0,3.0,19.99,70401,50.0
70402,The Gatehouse Raid,2013,Castle,,248.0,4.0,29.99,70402,119.99
70403,Dragon Mountain,2013,Castle,,376.0,5.0,49.99,70403,190.0
70404,King's Castle,2013,Castle,,996.0,7.0,99.99,70404,324.95
70500,Kai's Fire Mech,2013,Ninjago,,102.0,2.0,9.99,70500,60.0
70501,Warrior Bike,2013,Ninjago,,210.0,2.0,19.99,70501,
70502,Cole's Earth Driller,2013,Ninjago,,171.0,2.0,19.99,70502,79.98
70503,The Golden Dragon,2013,Ninjago,,252.0,3.0,29.99,70503,89.99
70504,Garmatron,2013,Ninjago,,328.0,3.0,39.99,70504,142.3615
70505,Temple of Light,2013,Ninjago,,565.0,5.0,69.99,70505,135.0
70700,Space Swarmer,2013,Space,Galaxy Squad,86.0,2.0,11.99,70700,20.5303
70701,Swarm Interceptor,2013,Space,Galaxy Squad,218.0,2.0,19.99,70701,48.95
70702,Warp Stinger,2013,Space,Galaxy Squad,310.0,3.0,29.99,70702,37.047
70703,Star Slicer,2013,Space,Galaxy Squad,311.0,3.0,39.99,70703,63.0
70704,Vermin Vaporizer,2013,Space,Galaxy Squad,506.0,3.0,59.99,70704,76.99
70705,Bug Obliterator,2013,Space,Galaxy Squad,711.0,4.0,79.99,70705,74.99
70706,Crater Creeper,2013,Space,Galaxy Squad,171.0,2.0,19.99,70706,18.99
70707,CLS-89 Eradicator Mech,2013,Space,Galaxy Squad,440.0,2.0,39.99,70707,65.99
70708,Hive Crawler,2013,Space,Galaxy Squad,560.0,3.0,69.99,70708,100.0
70709,Galactic Titan,2013,Space,Galaxy Squad,1012.0,5.0,99.99,70709,145.6874
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,215.6
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Waiter,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,215.6
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Alien Avenger,2013,Collectable Minifigures,Series 09,7.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,215.6
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Plumber,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,215.6
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Roman Emperor,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Battle Mech,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Battle Mech,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Battle Mech,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Battle Mech,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Battle Mech,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Battle Mech,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Battle Mech,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Battle Mech,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Battle Mech,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Battle Mech,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
71000,Battle Mech,2013,Collectable Minifigures,Series 09,6.0,1.0,2.99,71000,
