Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,USD_MSRP,Current_Price
PLEASANTON,Pleasanton Exclusive Minifigure Pack,2011,Promotional,LEGO brand store opening set,15.0,3.0,0.0,
SANDIEGO,Fashion Valley  Exclusive Minifigure Pack,2011,Promotional,LEGO brand store opening set,15.0,3.0,0.0,
VSDCC1,Voldemort Minifigure,2011,Harry Potter,General,5.0,,0.0,
10155,Maersk Line Container Ship,2010,Advanced Models,Maersk,990.0,,119.99,
10210,Imperial Flagship,2010,Pirates,,1664.0,9.0,179.99,1275.3740
10211,Grand Emporium,2010,Advanced Models,Modular Buildings,2182.0,7.0,149.99,514.9900
10212,Imperial Shuttle,2010,Star Wars,Ultimate Collector Series,2503.0,5.0,259.99,1050.0000
10213,Shuttle Adventure,2010,Advanced Models,Space,1204.0,3.0,99.99,389.9900
10214,Tower Bridge,2010,Advanced Models,Buildings,4287.0,,239.99,255.0000
10215,Obi-Wan's Jedi Starfighter,2010,Star Wars,Ultimate Collector Series,676.0,,99.99,305.0699
10216,Winter Village Bakery,2010,Advanced Models,Winter Village,687.0,7.0,54.99,355.0000
2000409,Window Exploration Bag,2010,Serious Play,,4900.0,,484.99,
2000414,Starter Kit,2010,Serious Play,,214.0,,36.99,59.0000
21006,The White House,2010,Architecture,Landmark Series,560.0,,49.99,90.0000
2824,City Advent Calendar,2010,City,Seasonal,271.0,6.0,34.99,37.9900
2853590,Chrome Stormtrooper,2010,Star Wars,Minifig Pack,5.0,1.0,2.99,
2855040,Mindstorms NXT IR Receiver,2010,Mindstorms,NXT,1.0,,49.99,
30010,Fire Chief,2010,City,Fire,31.0,1.0,2.99,3.6679
30012,Microlight,2010,City,Airport,34.0,1.0,3.99,7.5000
30013,Police Buggy,2010,City,Police,34.0,1.0,3.99,4.4900
30031,World Race Powerboat,2010,World Racers,,27.0,1.0,3.99,7.7500
30032,World Race Buggy,2010,World Racers,,35.0,1.0,3.99,5.7500
30040,Octopus,2010,Atlantis,,42.0,,3.99,23.8899
30042,Mini Sub,2010,Atlantis,,36.0,1.0,3.99,5.2355
30050,Republic Attack Shuttle,2010,Star Wars,Mini Building Set,54.0,,3.49,7.4779
30062,Target Practice,2010,Castle,Kingdoms,31.0,1.0,3.99,16.1550
30070,Alien Space Ship,2010,Toy Story,,29.0,1.0,3.99,8.9000
30071,Army Jeep,2010,Toy Story,,37.0,1.0,3.99,14.0000
3177,Small Car,2010,City,Traffic,43.0,1.0,4.99,27.9900
3178,Seaplane,2010,City,Airport,102.0,1.0,10.99,25.0000
3179,Repair Truck,2010,City,Traffic,118.0,1.0,12.99,36.6160
3180,Tank Truck,2010,City,Traffic,222.0,1.0,19.99,149.9800
3181,Passenger Plane,2010,City,Airport,309.0,3.0,39.99,140.0000
3182,Airport,2010,City,Airport,703.0,5.0,99.99,
3221,LEGO City Truck,2010,City,Traffic,278.0,2.0,34.99,299.9800
3222,Helicopter and Limousine,2010,City,Airport,267.0,4.0,29.99,75.0000
3300000,The Brick Apple,2010,Promotional,LEGO brand store opening set,133.0,,9.99,20.0000
3845,Shave A Sheep,2010,Games,,118.0,,9.99,14.9560
3846,UFO Attack,2010,Games,,88.0,1.0,,
3847,Magma Monster,2010,Games,,95.0,4.0,14.99,9.5920
3848,Pirate Plank,2010,Games,,122.0,5.0,14.99,26.9500
3849,Orient Bazaar,2010,Games,,204.0,5.0,19.99,25.8720
3850,Meteor Strike,2010,Games,,185.0,2.0,19.99,16.0000
3851,Atlantis Treasure,2010,Games,,280.0,1.0,24.99,
3862,Harry Potter Hogwarts,2010,Games,,332.0,9.0,34.99,55.0000
40004,Heart,2010,Seasonal,Valentines,26.0,,4.99,24.9900
40005,Bunny,2010,Seasonal,Easter,81.0,,9.99,8.9900
40008,Snowman Building Set,2010,Seasonal,Christmas,64.0,,4.99,
40009,Holiday Building Set,2010,Seasonal,Christmas,85.0,,4.99,8.6500
40010,Father Christmas with Sledge Building Set,2010,Seasonal,Christmas,71.0,,4.99,8.0910
40011,Thanksgiving Turkey,2010,Seasonal,Thanksgiving,52.0,,4.99,
40012,Halloween Pumpkin,2010,Seasonal,Halloween,18.0,,1.99,
40013,Halloween Ghost,2010,Seasonal,Halloween,18.0,,1.99,3.7500
40014,Halloween Bat,2010,Seasonal,Halloween,25.0,,1.99,
4736,Freeing Dobby,2010,Harry Potter,Chamber of Secrets,73.0,3.0,10.99,20.0000
4737,Quidditch Match,2010,Harry Potter,General,153.0,5.0,19.99,
4738,Hagrid's Hut,2010,Harry Potter,General,442.0,4.0,39.99,70.9881
4840,The Burrow,2010,Harry Potter,Half-Blood Prince,568.0,6.0,59.99,218.0000
4841,Hogwarts Express,2010,Harry Potter,General,646.0,5.0,79.99,180.0000
4842,Hogwarts Castle,2010,Harry Potter,General,1290.0,11.0,129.99,220.0000
5497,Play with Numbers,2010,Duplo,,58.0,1.0,24.99,
55001,Universe Rocket,2010,Miscellaneous,LEGO Universe,55.0,,9.99,
5506,Duplo Large Brick Box,2010,Duplo,,71.0,1.0,29.99,
5507,Duplo Deluxe Brick Box,2010,Duplo,,102.0,2.0,49.99,
5508,LEGO Deluxe Brick Box,2010,Bricks and More,,704.0,2.0,49.99,
5509,Duplo Basic Bricks,2010,Duplo,,45.0,,,
5511,LEGO Duplo XXL Box,2010,Duplo,,201.0,,,
5512,LEGO XXL Box,2010,Bricks and More,,1600.0,,,93.0600
5529,Basic Bricks,2010,Bricks and More,,325.0,,,
5548,Duplo Building Fun,2010,Duplo,,81.0,,29.99,
5549,LEGO Building Fun,2010,Bricks and More,,651.0,,29.99,
5622,Duplo Basic Bricks - Large,2010,Duplo,,60.0,,,
5623,LEGO Basic Bricks - Large,2010,Bricks and More,,450.0,,,
5643,Little Piggy,2010,Duplo,Farm,4.0,1.0,4.99,3.7328
5644,Chicken Coop,2010,Duplo,Farm,11.0,1.0,8.99,
5645,Farm Bike,2010,Duplo,Farm,9.0,1.0,9.99,
5646,Farm Nursery,2010,Duplo,Farm,9.0,1.0,11.99,
5647,Big Tractor,2010,Duplo,Farm,12.0,1.0,19.99,
5648,Horse Stables,2010,Duplo,Farm,58.0,2.0,39.99,
5649,Big Farm,2010,Duplo,Farm,68.0,3.0,59.99,
5650,Front Loader,2010,Duplo,Construction,9.0,1.0,12.99,
5651,Dump Truck,2010,Duplo,Construction,10.0,1.0,19.99,
5652,Road Construction,2010,Duplo,Construction,27.0,2.0,39.99,
5653,Stone Quarry,2010,Duplo,Construction,48.0,3.0,59.99,
5654,Fishing Trip,2010,Duplo,Holiday,14.0,2.0,14.99,
5655,Caravan,2010,Duplo,Holiday,21.0,3.0,29.99,
5656,Pet Shop,2010,Duplo,LEGO Ville,29.0,2.0,24.99,
5657,Jessie's Round-Up,2010,Duplo,Toy Story,18.0,1.0,14.99,
5658,Pizza Planet Truck,2010,Duplo,Toy Story,13.0,2.0,19.99,34.9930
5659,The Great Train Chase,2010,Duplo,Toy Story,39.0,3.0,34.99,
5691,Alien Space Crane,2010,Duplo,Toy Story,23.0,3.0,39.99,
5813,Lightning McQueen,2010,Duplo,Cars,11.0,,14.99,
5814,Mater's Yard,2010,Duplo,Cars,16.0,,19.99,
5815,Flo's V-8 Cafe,2010,Duplo,Cars,32.0,,29.99,133.0000
5816,Mack's Road Trip,2010,Duplo,Cars,34.0,,49.99,183.9996
5864,Mini Helicopter,2010,Creator,,52.0,,5.99,9.9800
5865,Mini Dumper,2010,Creator,,60.0,,5.99,6.1540
5866,Rotor Rescue,2010,Creator,,149.0,,12.99,
5867,Super Speedster,2010,Creator,,278.0,,19.99,22.5000
5868,Ferocious Creatures,2010,Creator,,416.0,,29.99,
5891,Apple Tree House,2010,Creator,,539.0,,44.99,119.9900
5892,Sonic Boom,2010,Creator,,539.0,,59.99,125.0000
5893,Off-Road Power,2010,Creator,,1061.0,,89.99,100.7853
5898,Cars Building Set,2010,Bricks and More,,139.0,1.0,9.99,
5899,House Building Set,2010,Bricks and More,,134.0,2.0,9.99,
5981,Raid VPR,2010,Space,Space Police 3,69.0,2.0,9.99,38.0000
5982,Smash 'n' Grab,2010,Space,Space Police 3,188.0,2.0,19.99,36.5000
5983,Undercover Cruiser,2010,Space,Space Police 3,317.0,2.0,29.99,69.9800
5984,Lunar Limo,2010,Space,Space Police 3,391.0,3.0,39.99,162.0000
5985,Space Police Central,2010,Space,Space Police 3,631.0,4.0,79.99,299.9800
620,Blue Building Plate,2010,Bricks and More,,1.0,,4.99,
66373,Fun Favor Pack,2010,Miscellaneous,Product Collection,72.0,,19.99,
7116,Tahu,2010,Bionicle,Stars,19.0,,7.99,
7117,Gresh,2010,Bionicle,Stars,19.0,,7.99,43.0000
7135,Takanuva,2010,Bionicle,Stars,21.0,,7.99,40.0000
7136,Skrall,2010,Bionicle,Stars,21.0,,7.99,22.0000
7137,Piraka,2010,Bionicle,Stars,15.0,,7.99,22.0000
7138,Rahkshi,2010,Bionicle,Stars,18.0,,7.99,
7145,Von Nebula,2010,HERO Factory,,156.0,,19.99,50.0000
7147,XPlode,2010,HERO Factory,,45.0,,12.99,36.7425
7148,Meltdown,2010,HERO Factory,,50.0,,12.99,
7156,Corroder,2010,HERO Factory,,40.0,,12.99,
7157,Thunder,2010,HERO Factory,,47.0,,12.99,
7158,Furno Bike,2010,HERO Factory,,165.0,,29.99,
7160,Drop Ship,2010,HERO Factory,,390.0,,49.99,
7162,Rotor,2010,HERO Factory,,145.0,,19.99,50.0000
7164,Preston Stormer,2010,HERO Factory,,17.0,,7.99,
7165,Natalie Breez,2010,HERO Factory,,19.0,,7.99,18.7493
7167,William Furno,2010,HERO Factory,,19.0,,7.99,
7168,Duncan Bulk,2010,HERO Factory,,17.0,,7.99,24.9900
7169,Mark Surge,2010,HERO Factory,,19.0,,7.99,
7170,Jimi Stringer,2010,HERO Factory,,17.0,,7.99,
7179,Duncan Bulk and Vapour,2010,HERO Factory,,89.0,,24.99,
7206,Fire Helicopter,2010,City,Fire,342.0,3.0,39.99,65.0000
7207,Fire Boat,2010,City,Fire,306.0,4.0,49.99,104.7324
7208,Fire Station,2010,City,Fire,662.0,4.0,79.99,124.9900
7213,Off-Road Fire Truck & Fireboat,2010,City,Fire,388.0,3.0,39.99,85.1499
7566,Farmer,2010,City,Farm,16.0,1.0,3.99,12.0000
7567,Traveller,2010,City,Airport,21.0,1.0,3.99,8.8264
7569,Desert Attack,2010,Prince of Persia,The Sands of Time,67.0,4.0,10.99,22.0000
7570,The Ostrich Race,2010,Prince of Persia,The Sands of Time,169.0,3.0,19.99,38.0000
7571,The Fight for the Dagger,2010,Prince of Persia,The Sands of Time,258.0,4.0,29.99,64.9500
7572,Quest Against Time,2010,Prince of Persia,The Sands of Time,506.0,4.0,49.99,60.0000
7573,Battle of Alamut,2010,Prince of Persia,The Sands of Time,821.0,7.0,79.99,170.0000
7590,Woody and Buzz to the Rescue,2010,Toy Story,,92.0,2.0,19.99,59.9900
7591,Construct-a-Zurg,2010,Toy Story,,118.0,1.0,24.99,38.8800
7592,Construct-a-Buzz,2010,Toy Story,,205.0,1.0,24.99,60.0000
7593,Buzz's Star Command Spaceship,2010,Toy Story,,257.0,2.0,29.99,70.6822
7594,Woody's Roundup!,2010,Toy Story,,502.0,4.0,49.99,150.0000
7595,Army Men on Patrol,2010,Toy Story,,90.0,4.0,10.99,46.0000
7596,Trash Compactor Escape,2010,Toy Story,,370.0,5.0,49.99,77.9523
7597,Western Train Chase,2010,Toy Story,,584.0,6.0,79.99,150.0000
7598,Pizza Planet Truck Rescue,2010,Toy Story,,225.0,4.0,39.99,149.9700
7599,Garbage Truck Getaway,2010,Toy Story,,402.0,4.0,49.99,149.9900
7684,Pig Farm & Tractor,2010,City,Farm,256.0,2.0,34.99,133.2782
7789,Lotso's Dump Truck,2010,Toy Story,,129.0,3.0,19.99,46.0203
7848,Toys R Us City Truck,2010,City,Traffic,356.0,3.0,44.99,150.0000
7936,Level Crossing,2010,City,Trains,142.0,1.0,19.99,111.1837
7937,Train Station,2010,City,Trains,361.0,4.0,49.99,97.0000
7938,Passenger Train,2010,City,Trains,669.0,3.0,129.99,
7939,Cargo Train,2010,City,Trains,839.0,4.0,179.99,279.4013
7946,King's Castle,2010,Castle,Kingdoms,933.0,8.0,99.99,440.6800
7947,Prison Tower Rescue,2010,Castle,Kingdoms,365.0,5.0,49.99,199.9900
7948,Outpost Attack,2010,Castle,Kingdoms,194.0,3.0,19.99,
7949,Prison Carriage Rescue,2010,Castle,Kingdoms,50.0,3.0,9.99,55.0000
7950,Knight's Showdown,2010,Castle,Kingdoms,61.0,2.0,6.99,40.0000
7952,Kingdoms Advent Calendar,2010,Castle,Seasonal,167.0,9.0,34.99,68.6833
7953,Court Jester,2010,Castle,Kingdoms,22.0,1.0,3.99,10.8000
7955,Wizard,2010,Castle,Kingdoms,19.0,1.0,3.99,14.5777
7967,Fast,2010,Racers,Power Racers,69.0,,12.99,
7968,Strong,2010,Racers,Power Racers,91.0,,12.99,
7970,Hero,2010,Racers,Power Racers,68.0,,12.99,
7971,Bad,2010,Racers,Power Racers,72.0,,12.99,14.9312
8041,Race Truck,2010,Technic,,608.0,,59.99,
8043,Motorized Excavator,2010,Technic,,1123.0,,199.99,547.0327
8045,Mini Telehandler,2010,Technic,,117.0,,10.99,
8046,Helicopter,2010,Technic,,152.0,,19.99,35.0000
8047,Compact Excavator,2010,Technic,,252.0,,24.99,
8048,Buggy,2010,Technic,,314.0,,39.99,
8049,Tractor with Log Loader,2010,Technic,,525.0,,59.99,
8051,Motorbike,2010,Technic,,467.0,,39.99,110.0000
8052,Container Truck,2010,Technic,,686.0,,69.99,
8053,Mobile Crane,2010,Technic,,1289.0,,99.99,
8056,Monster Crab Clash,2010,Atlantis,,68.0,1.0,6.99,35.0000
8057,Wreck Raider,2010,Atlantis,,64.0,2.0,9.99,13.0648
8058,Guardian of the Deep,2010,Atlantis,,144.0,1.0,14.99,45.0000
8059,Seabed Scavenger,2010,Atlantis,,119.0,2.0,14.99,25.7116
8060,Typhoon Turbo Sub,2010,Atlantis,,197.0,2.0,24.99,35.9910
8061,Gateway of the Squid,2010,Atlantis,,354.0,3.0,39.99,85.0000
8072,Sea Jet,2010,Atlantis,,23.0,1.0,3.99,6.0000
8073,Manta Warrior,2010,Atlantis,,13.0,1.0,3.99,5.0000
8075,Neptune Carrier,2010,Atlantis,,476.0,4.0,59.99,120.0000
8076,Deep Sea Striker,2010,Atlantis,,260.0,1.0,19.99,30.9900
8077,Atlantis Exploration HQ,2010,Atlantis,,473.0,3.0,49.99,73.9092
8078,Portal of Atlantis,2010,Atlantis,,1007.0,7.0,99.99,146.9264
8079,Shadow Snapper,2010,Atlantis,,246.0,1.0,29.99,48.5263
8080,Undersea Explorer,2010,Atlantis,,364.0,1.0,39.99,71.2500
8083,Rebel Trooper Battle Pack,2010,Star Wars,Episode IV-VI,79.0,4.0,11.99,17.7869
8084,Snowtrooper Battle Pack,2010,Star Wars,Episode IV-VI,74.0,4.0,11.99,29.8940
8085,Freeco Speeder,2010,Star Wars,The Clone Wars,177.0,2.0,24.99,45.0000
8086,Droid Tri-Fighter,2010,Star Wars,The Clone Wars,268.0,3.0,24.99,80.0000
8087,TIE Defender,2010,Star Wars,Expanded Universe,304.0,2.0,49.99,195.0000
8088,ARC-170 Starfighter,2010,Star Wars,The Clone Wars,396.0,4.0,59.99,375.0000
8089,Hoth Wampa Cave,2010,Star Wars,Episode IV-VI,297.0,3.0,39.99,165.0000
8091,Republic Swamp Speeder,2010,Star Wars,Episode III,176.0,5.0,29.99,84.0000
8092,Luke's Landspeeder,2010,Star Wars,Episode IV-VI,163.0,6.0,24.99,39.9900
8093,Plo Koon's Jedi Starfighter,2010,Star Wars,The Clone Wars,175.0,2.0,24.99,200.0000
8095,General Grievous' Starfighter,2010,Star Wars,The Clone Wars,454.0,3.0,49.99,112.0538
8096,Emperor Palpatine's Shuttle,2010,Star Wars,Episode III,592.0,4.0,59.99,118.5505
8097,Slave I,2010,Star Wars,Episode V,573.0,3.0,79.99,180.0000
8098,Clone Turbo Tank,2010,Star Wars,The Clone Wars,1141.0,6.0,119.99,449.9900
8099,Midi-Scale Imperial Star Destroyer,2010,Star Wars,Episode IV-VI,423.0,,39.99,129.1560
8128,Cad Bane's Speeder,2010,Star Wars,The Clone Wars,318.0,5.0,49.99,188.8800
8129,AT-AT Walker,2010,Star Wars,Episode IV-VI,815.0,8.0,109.99,223.9674
8188,Fire Blaster,2010,Power Miners,,67.0,2.0,9.99,
8189,Magma Mech,2010,Power Miners,,183.0,2.0,19.99,40.0000
8190,Claw Catcher,2010,Power Miners,,259.0,2.0,34.99,86.4000
8191,Lavatraz,2010,Power Miners,,381.0,4.0,49.99,
8192,Lime Racer,2010,Racers,Tiny Turbos,44.0,,5.99,7.3361
8193,Blue Bullet,2010,Racers,Tiny Turbos,50.0,,5.99,7.3361
8194,Nitro Muscle,2010,Racers,Tiny Turbos,47.0,,5.99,7.3361
8195,Turbo Tow,2010,Racers,Tiny Turbos,43.0,,5.99,7.3361
8196,Chopper Jump,2010,Racers,Tiny Turbos,141.0,,14.99,
8197,Highway Chaos,2010,Racers,Tiny Turbos,142.0,,14.99,
8198,Ramp Crash,2010,Racers,Tiny Turbos,145.0,,14.99,
8199,Security Smash,2010,Racers,Tiny Turbos,135.0,,14.99,29.9800
8211,Brick Street Getaway,2010,Racers,Tiny Turbos,552.0,,39.99,
8214,Lamborghini Polizia,2010,Racers,Lamborghini,801.0,,59.99,
8403,City House,2010,City,General,383.0,3.0,39.99,95.0000
8404,Public Transport Station,2010,City,Traffic,864.0,6.0,99.99,159.0000
8409,Spidermonkey,2010,Ben 10,Alien Force,21.0,,14.99,45.0000
8410,Swampfire,2010,Ben 10,Alien Force,22.0,,14.99,
8411,ChromaStone,2010,Ben 10,Alien Force,22.0,,14.99,
8517,Humungousaur,2010,Ben 10,Alien Force,14.0,,14.99,
8518,Jet Ray,2010,Ben 10,Alien Force,16.0,,14.99,
8519,Big Chill,2010,Ben 10,Alien Force,20.0,,14.99,
852769,Vintage Minifigure Collection Vol. 5,2010,Miscellaneous,Minifigure collection,20.0,5.0,17.99,60.0000
852921,Battle Pack,2010,Castle,Kingdoms,18.0,5.0,14.99,
852922,Battle Pack,2010,Castle,Kingdoms,17.0,5.0,14.99,
852996,LEGO Club Max,2010,Promotional,Minifigure,4.0,1.0,0.0,5.0000
8683,LEGO Minifigures Series 1 {Random bag},2010,Collectable Minifigures,Series 01,,,1.99,
8684,LEGO Minifigures Series 2 {Random bag},2010,Collectable Minifigures,Series 02,,,1.99,
8863,Blizzard's Peak,2010,World Racers,,504.0,6.0,59.99,52.2591
8864,Desert of Destruction,2010,World Racers,,961.0,8.0,89.99,
8896,Snake Canyon,2010,World Racers,,57.0,2.0,9.99,25.9152
8897,Jagged Jaws Reef,2010,World Racers,,191.0,2.0,19.99,
8898,Wreckage Road,2010,World Racers,,292.0,4.0,29.99,44.4261
8899,Gator Swamp,2010,World Racers,,354.0,5.0,39.99,32.5000
9314,Rescue Services Set,2010,Education,,1490.0,,149.95,
9693,NXT DC Rechargeable Battery,2010,Education,,1.0,,79.99,45.9900
9694,Colour Sensor,2010,Education,,1.0,,39.99,
9695,LEGO Mindstorms Education Resource Set,2010,Education,Mindstorms,821.0,,99.95,
AUSTIN,{Bat},2010,Promotional,LEGO brand store opening set,82.0,,0.0,
CELEBV,Fan Celebration V - CubeDude - The Bounty Hunter Edition,2010,Promotional,Cube Dudes,496.0,,75.0,
COMCON012,San Diego Comic Con 2010 Exclusive - CubeDude - The Clone Wars Edition,2010,Promotional,Cube Dudes,416.0,,75.0,
GLENDALE,{Rattlesnake},2010,Promotional,LEGO brand store opening set,140.0,,0.0,26.0910
MIAMI,{Art Deco Hotel},2010,Promotional,LEGO brand store opening set,142.0,,0.0,
MMMB018,Snowman,2010,Promotional,Monthly Mini Model Build,55.0,,0.0,
MMMB019,Groundhog,2010,Promotional,Monthly Mini Model Build,38.0,,0.0,
MMMB020,Rose,2010,Promotional,Monthly Mini Model Build,25.0,,0.0,
MMMB021,Birds,2010,Promotional,Monthly Mini Model Build,,,0.0,
MMMB022,Shamrock,2010,Promotional,Monthly Mini Model Build,,,0.0,
MMMB023,Chick,2010,Promotional,Monthly Mini Model Build,,,0.0,
MMMB024,Truck,2010,Promotional,Monthly Mini Model Build,,,0.0,
MMMB025,Barbeque,2010,Promotional,Monthly Mini Model Build,,,0.0,
MMMB026,Watermelon,2010,Promotional,Monthly Mini Model Build,43.0,,0.0,
MMMB027,Seagull,2010,Promotional,Monthly Mini Model Build,29.0,,0.0,
MMMB028,Boy with Backpack,2010,Promotional,Monthly Mini Model Build,41.0,,0.0,
MMMB029,Monster,2010,Promotional,Monthly Mini Model Build,49.0,,0.0,
MMMB030,Turkey Dinner,2010,Promotional,Monthly Mini Model Build,47.0,,0.0,
MMMB031,Fire Place,2010,Promotional,Monthly Mini Model Build,39.0,,0.0,
MMMB032,Christmas Tree,2010,Promotional,Monthly Mini Model Build,39.0,,0.0,
NEWARK,{Transport Plane},2010,Promotional,LEGO brand store opening set,133.0,,0.0,
10193,Medieval Market Village,2009,Castle,,1601.0,8.0,99.99,419.9900
10194,Emerald Night,2009,Advanced Models,Trains,1085.0,3.0,99.99,743.2448
10195,Republic Dropship with AT-OT Walker,2009,Star Wars,The Clone Wars,1758.0,8.0,249.99,1439.5109
10196,Grand Carousel,2009,Advanced Models,Fairground,3263.0,9.0,249.99,2380.7918
10197,Fire Brigade,2009,Advanced Models,Modular Buildings,2231.0,4.0,149.99,723.0887
10198,Tantive IV,2009,Star Wars,Episode IV-VI,1408.0,5.0,149.99,379.9500
10199,Winter Village Toy Shop,2009,Advanced Models,Winter Village,815.0,7.0,59.99,220.2346
10287,Intelligent NXT Brick (Black),2009,Mindstorms,NXT,1.0,,169.99,180.0000
20008,BrickMaster - Creator,2009,Creator,,79.0,,,10.0000
20009,AT-TE Walker,2009,Star Wars,Mini Building Set,94.0,,,33.7520
20010,Republic Gunship,2009,Star Wars,Mini Building Set,99.0,,,30.0000
20011,BrickMaster - Creator,2009,Creator,,74.0,,,
20012,BrickMaster - Bionicle,2009,Bionicle,,33.0,,,
21002,Empire State Building,2009,Architecture,Landmark Series,77.0,,19.99,49.9900
21003,Seattle Space Needle,2009,Architecture,Landmark Series,57.0,,19.99,98.0426
21004,Solomon Guggenheim Museum,2009,Architecture,Architect Series,208.0,,39.99,104.6844
21005,Fallingwater,2009,Architecture,Architect Series,811.0,,99.99,409.9000
30000,Medic's Car,2009,City,Medical,32.0,1.0,,
30002,Police Boat,2009,City,Police,30.0,1.0,2.99,5.2346
30005,Imperial Speeder Bike,2009,Star Wars,Episode IV-VI,30.0,1.0,3.99,20.0000
30006,Clone Walker,2009,Star Wars,The Clone Wars,30.0,1.0,,25.9900
30008,Snowman,2009,Creator,Seasonal,44.0,,3.5,8.0000
30009,Christmas Tree,2009,Creator,Seasonal,47.0,,3.5,5.0000
3594,Bob's Workshop,2009,Duplo,Bob the Builder,14.0,1.0,14.99,
3595,Scoop at Bobland Bay,2009,Duplo,Bob the Builder,28.0,,19.99,
3596,Muck Can Do It,2009,Duplo,Bob the Builder,39.0,,29.99,
3597,Lofty and Dizzy Hard At Work,2009,Duplo,Bob the Builder,51.0,1.0,39.99,
3833,Krusty Krab Adventures,2009,SpongeBob SquarePants,,209.0,3.0,24.99,250.0000
3834,Good Neighbours at Bikini Bottom,2009,SpongeBob SquarePants,,425.0,3.0,39.99,250.0000
3835,Robo Champ,2009,Games,,118.0,,4.99,11.8800
3836,Magikus ,2009,Games,,108.0,,9.99,
3837,Monster 4,2009,Games,,141.0,,14.99,18.8800
3838,Lava Dragon ,2009,Games,,131.0,4.0,14.99,
3839,Race 3000,2009,Games,,166.0,,9.99,
3840,Pirate Code,2009,Games,,268.0,1.0,9.99,
3841,Minotaurus,2009,Games,,211.0,12.0,24.99,50.0000
3842,Lunar Command ,2009,Games,,271.0,6.0,,
3843,Ramses Pyramid ,2009,Games,,217.0,13.0,9.99,38.8800
3844,Creationary ,2009,Games,,338.0,2.0,34.99,40.0000
40000,Cool Santa Set,2009,Seasonal,Christmas,152.0,,9.99,21.1287
40001,Santa Claus,2009,Seasonal,Christmas,42.0,,4.99,
40002,Xmas Tree,2009,Seasonal,Christmas,61.0,,4.99,
40003,Snowman,2009,Seasonal,Christmas,44.0,,4.99,20.1400
5486,Fun With Duplo Bricks,2009,Duplo,,90.0,,29.99,
5487,Fun With LEGO Bricks,2009,Bricks and More,,700.0,,29.99,
5488,Duplo Farm Building Set,2009,Duplo,,102.0,2.0,39.99,
5489,Ultimate LEGO Vehicle Building Set,2009,Bricks and More,,675.0,1.0,44.99,
5538,Duplo Creative Bucket,2009,Duplo,,76.0,,29.99,
5539,Creative Bucket,2009,Bricks and More,,480.0,,29.99,
5545,Stanley at Great Waterton,2009,Duplo,Thomas the Tank Engine,19.0,,19.99,
5546,Thomas at Morgan's Mine,2009,Duplo,Thomas the Tank Engine,22.0,,29.99,85.0000
5547,James Celebrates Sodor Day,2009,Duplo,Thomas the Tank Engine,34.0,1.0,29.99,
5560,Large Pink Brick Box,2009,Bricks and More,,402.0,1.0,29.99,
5586,Duplo Basic Bricks with Fun Figures,2009,Duplo,,50.0,,,
5587,Basic Bricks with Fun Figures,2009,Bricks and More,,390.0,,19.99,
5588,Duplo Giant Box,2009,Duplo,,201.0,,,
5589,LEGO Giant Box,2009,Bricks and More,,1600.0,,,
5592,My First Plane,2009,Duplo,LEGO Ville,8.0,2.0,14.99,
5594,Cargo Plane,2009,Duplo,LEGO Ville,28.0,2.0,49.99,
5595,Airport,2009,Duplo,LEGO Ville,59.0,4.0,89.99,
5632,Animal Care,2009,Duplo,LEGO Ville,4.0,1.0,7.99,
5633,Polar Zoo,2009,Duplo,LEGO Ville,32.0,1.0,29.99,
5634,Feeding Zoo,2009,Duplo,LEGO Ville,53.0,3.0,49.99,
5635,Big City Zoo,2009,Duplo,LEGO Ville,125.0,4.0,89.99,
5636,Bus,2009,Duplo,LEGO Ville,14.0,3.0,24.99,
5637,Garbage Truck,2009,Duplo,LEGO Ville,12.0,1.0,16.99,
5638,Postman,2009,Duplo,LEGO Ville,9.0,1.0,9.99,
5639,Family House,2009,Duplo,LEGO Ville,71.0,4.0,69.99,
5640,Petrol Station,2009,Duplo,LEGO Ville,24.0,1.0,24.99,
5641,Busy Garage,2009,Duplo,LEGO Ville,51.0,2.0,49.99,
5969,Squidman Escape,2009,Space,Space Police 3,42.0,2.0,5.99,18.0000
5970,Freeze Ray Frenzy,2009,Space,Space Police 3,80.0,2.0,9.99,50.0000
5971,Gold Heist,2009,Space,Space Police 3,205.0,2.0,19.99,46.4400
5972,Container Heist,2009,Space,Space Police 3,282.0,2.0,29.99,80.0000
5973,Hyperspeed Pursuit,2009,Space,Space Police 3,456.0,3.0,49.99,142.0000
5974,Galactic Enforcer,2009,Space,Space Police 3,825.0,7.0,99.99,167.9755
5979,Max Security Transport,2009,Space,Space Police 3,330.0,3.0,39.99,135.0000
5980,Squidman's Pitstop,2009,Space,Space Police 3,389.0,4.0,49.99,98.0000
6191,Fire Fighter Building Set,2009,Bricks and More,,117.0,1.0,9.99,10.0000
6192,Pirate Building Set,2009,Bricks and More,,150.0,1.0,9.99,19.9900
6193,Castle Building Set,2009,Bricks and More,,137.0,1.0,9.99,17.0000
